SECNAME,STARTDATE,ORGNAME,F029N,F008N,SECCODE,F049N,ENDDATE,F016N,F025N,F014N,F026N,F003N,F089N,F023N,F056N,F101N,F043N,F044N,F022N,F041N,F052N,F042N
天迈科技,2019-01-01,郑州天迈科技股份有限公司,0.79,10.0336,300807,298.51,2019-12-31,9.817,0.617,10.95,12.171,1.098671,468847179.11,3.645,59.743,74789733.71,3.155,183.545,2.29,27.095,28.33,3.514
铂科新材,2018-01-01,深圳市铂科新材料股份有限公司,1.17,8.2999,300811,154.632,2018-12-31,14.52,0.682,19.24,2.923,1.596905,324169441.41,3.581,11.071,68986316.04,1.637,18.371,2.85,28.293,-4.39,2.058
铂科新材,2019-01-01,深圳市铂科新材料股份有限公司,0.842,13.4317,300811,364.598,2019-12-31,11.883,0.565,10.934,2.6,1.468663,402543322.9,3.862,84.752,84595001.37,4.099,245.984,3.004,16.253,24.177,4.521
融捷股份,2018-01-01,融捷股份有限公司,1.235,2.9371,002192,107.724,2018-12-31,-0.653,0.355,-0.923,3.001,-0.027099,382866740.21,4.396,-0.015,-4343935.17,1.138,19.122,2.41,23.903,37.188,1.374
融捷股份,2019-01-01,融捷股份有限公司,0.849,2.1057,002192,121.35,2019-12-31,-34.546,0.286,-59.649,2.031,-1.256021,269797293.27,3.415,-24.818,-338978795.14,1.279,23.231,1.834,27.029,-29.532,1.673
武汉凡谷,2018-01-01,武汉凡谷电子技术股份有限公司,0.776,2.8914,002194,293.206,2018-12-31,9.175,0.581,11.564,3.117,0.334372,1195078776.07,3.226,3.593,188809985.31,3.11,163.749,3.288,22.038,-16.155,3.785
武汉凡谷,2019-01-01,武汉凡谷电子技术股份有限公司,0.995,3.3483,002194,210.286,2019-12-31,11.515,0.758,13.769,5.021,0.46104,1713334466.2,4.102,15.92,260335519.4,3.02,130.662,4.27,22.117,43.366,3.616
东晶电子,2018-01-01,浙江东晶电子股份有限公司,0.686,1.5681,002199,135.621,2018-12-31,-14.816,0.334,-20.597,0.843,-0.322987,177279579.06,3.38,-18.007,-78628823.43,2.838,53.424,3.11,20.168,-23.628,3.356
东晶电子,2019-01-01,浙江东晶电子股份有限公司,0.715,1.6289,002199,271.552,2019-12-31,3.083,0.438,3.731,1.295,0.060768,210383455.05,3.389,0.665,14793437.91,3.045,168.347,3.234,17.622,18.673,3.869
大立科技,2018-01-01,浙江大立科技股份有限公司,0.381,2.265,002214,168.246,2018-12-31,3.81,0.294,5.282,4.588,0.119648,423523148.45,0.54,1.832,55672642.41,1.986,31.63,1.051,28.39,40.464,3.1
大立科技,2019-01-01,浙江大立科技股份有限公司,0.46,2.5074,002214,189.361,2019-12-31,8.988,0.351,11.806,5.774,0.29602,530450787.23,0.508,7.849,136514871.31,2.02,33.078,1.234,26.468,25.247,3.008
合力泰,2018-01-01,合力泰科技股份有限公司,1.106,3.6087,002217,78.294,2018-12-31,5.581,0.695,12.078,4.604,0.435873,16904353305.99,3.691,29.133,1304685692.78,0.881,17.183,2.789,59.167,11.869,1.206
合力泰,2019-01-01,合力泰科技股份有限公司,0.925,3.9119,002217,70.915,2019-12-31,3.535,0.606,8.855,3.935,0.346421,18499842985.97,3.124,22.639,1059405870.26,0.964,23.841,2.273,59.489,9.438,1.248
福晶科技,2018-01-01,福建福晶科技股份有限公司,1.103,2.053,002222,434.738,2018-12-31,15.955,0.521,17.137,1.284,0.351829,491320742.13,1.453,11.644,153431197.61,4.399,218.527,4.174,9.904,8.287,6.409
福晶科技,2019-01-01,福建福晶科技股份有限公司,0.947,2.2671,002222,571.461,2019-12-31,12.96,0.483,13.88,1.264,0.31467,501145707.58,1.455,8.728,137003342.21,5.844,280.905,3.681,7.518,2.0,8.259
奥维通信,2018-01-01,奥维通信股份有限公司,0.305,1.544,002231,154.957,2018-12-31,-15.014,0.28,-24.118,5.531,-0.372369,247528361.93,0.808,-22.246,-132861346.31,1.899,72.675,0.863,28.842,-50.826,3.258
奥维通信,2019-01-01,奥维通信股份有限公司,0.503,1.6765,002231,287.091,2019-12-31,6.162,0.461,8.013,9.621,0.134347,358811284.06,1.27,0.979,47935022.96,3.026,158.199,2.014,23.483,44.958,3.962
大华股份,2018-01-01,浙江大华技术股份有限公司,1.219,4.2096,002236,136.356,2018-12-31,10.609,0.993,20.045,17.822,0.843811,23665688106.22,5.091,23.518,2594592680.34,1.452,33.105,2.669,51.032,25.584,1.693
大华股份,2019-01-01,浙江大华技术股份有限公司,1.182,5.2005,002236,133.541,2019-12-31,11.403,0.935,20.381,17.85,1.061401,26149430652.42,4.479,12.197,3160858484.54,1.527,24.614,2.232,45.962,10.495,1.833
歌尔股份,2018-01-01,歌尔股份有限公司,1.755,4.6844,002241,72.063,2018-12-31,3.082,0.844,5.708,2.296,0.267394,23750587785.28,5.894,11.937,844472628.17,0.764,17.778,3.523,48.929,-6.992,1.027
歌尔股份,2019-01-01,歌尔股份有限公司,2.23,4.9635,002241,67.571,2019-12-31,3.977,1.092,7.95,3.108,0.394607,35147806427.74,6.722,16.535,1279141621.01,0.707,20.576,4.596,53.465,47.987,1.008
水晶光电,2018-01-01,浙江水晶光电科技股份有限公司,0.873,4.4969,002273,338.845,2018-12-31,8.651,0.43,12.073,1.567,0.542897,2325790588.61,6.121,10.104,479303699.05,4.079,217.125,4.327,29.47,8.389,4.593
水晶光电,2019-01-01,浙江水晶光电科技股份有限公司,1.101,3.8616,002273,261.068,2019-12-31,8.14,0.497,10.681,1.591,0.42485,2999838167.85,6.309,12.618,499253050.43,2.957,146.569,4.635,24.682,28.981,3.438
光迅科技,2018-01-01,武汉光迅科技股份有限公司,1.142,5.2494,002281,127.716,2018-12-31,5.918,0.877,9.804,5.597,0.514627,4929049262.27,2.986,17.798,309730660.45,1.318,37.518,3.55,43.316,8.258,1.9
光迅科技,2019-01-01,武汉光迅科技股份有限公司,1.035,6.6611,002281,167.369,2019-12-31,5.373,0.802,7.932,5.107,0.528828,5337915720.69,2.821,18.924,327735769.25,1.71,66.083,3.052,37.328,8.295,2.359
超华科技,2018-01-01,广东超华科技股份有限公司,1.034,1.6642,002288,53.547,2018-12-31,1.258,0.508,2.226,1.939,0.037047,1393429072.24,2.098,1.895,34393107.61,0.679,11.574,2.843,43.847,-3.14,1.219
超华科技,2019-01-01,广东超华科技股份有限公司,0.882,1.6941,002288,50.491,2019-12-31,0.62,0.442,1.172,2.009,0.01986,1321304306.1,1.531,15.718,17698957.76,0.631,11.404,3.075,50.552,-5.176,1.154
ST宇顺,2018-01-01,深圳市宇顺电子股份有限公司,1.232,1.1302,002289,89.563,2018-12-31,-23.146,0.486,-48.722,0.971,-0.550645,324317943.36,6.083,-18.298,-154320452.15,0.916,44.033,4.353,47.175,-19.099,1.143
ST宇顺,2019-01-01,深圳市宇顺电子股份有限公司,0.74,1.1767,002289,664.182,2019-12-31,2.578,0.404,3.952,1.018,0.046504,204480296.28,5.074,-31.351,13033017.73,6.669,114.623,3.687,19.884,-36.951,7.349
辉煌科技,2018-01-01,河南辉煌科技股份有限公司,0.328,3.7919,002296,251.073,2018-12-31,1.291,0.246,1.942,5.229,0.073629,528708205.03,1.351,-8.888,34454468.14,2.601,98.373,0.965,28.773,-3.325,3.04
辉煌科技,2019-01-01,河南辉煌科技股份有限公司,0.365,4.0505,002296,328.03,2019-12-31,3.423,0.258,4.394,3.726,0.177971,504408910.17,1.257,-8.869,65739791.36,3.45,113.517,1.102,16.693,-4.596,4.252
威创股份,2018-01-01,威创集团股份有限公司,0.64,3.9109,002308,269.244,2018-12-31,3.614,0.267,4.45,2.867,0.174048,1169513124.76,2.558,3.637,169777993.52,2.844,211.124,4.679,19.637,2.816,3.218
威创股份,2019-01-01,威创集团股份有限公司,0.585,2.5477,002308,167.216,2019-12-31,-33.588,0.301,-53.312,5.271,-1.358217,1101742157.35,2.949,-35.748,-1216814274.44,4.177,97.962,4.504,18.589,-5.795,4.532
日海智能,2018-01-01,日海智能科技股份有限公司,0.906,6.5066,002313,54.402,2018-12-31,1.21,0.746,3.532,13.733,0.229798,4420088766.24,1.601,38.562,69799751.86,0.636,12.38,3.381,70.119,47.84,1.232
日海智能,2019-01-01,日海智能科技股份有限公司,0.832,6.7325,002313,55.605,2019-12-31,1.121,0.665,3.72,15.132,0.250435,4639815897.77,1.431,2.504,68800653.2,0.68,11.0,2.751,69.699,4.971,1.231
漫步者,2018-01-01,深圳市漫步者科技股份有限公司,0.589,2.9994,002351,153.685,2018-12-31,2.669,0.44,2.99,2.336,0.089669,880866312.97,1.963,-1.051,45970912.14,6.559,93.889,10.145,9.76,-2.212,8.102
漫步者,2019-01-01,深圳市漫步者科技股份有限公司,0.79,3.153,002351,380.5,2019-12-31,5.839,0.591,6.57,3.108,0.207154,1243145579.53,2.174,11.435,122014513.37,3.844,43.268,9.243,15.364,41.128,5.3
汉王科技,2018-01-01,汉王科技股份有限公司,0.947,3.9334,002362,118.175,2018-12-31,1.424,0.671,1.858,3.94,0.073098,747282041.51,2.743,8.518,16019406.44,2.411,55.799,6.749,23.595,23.643,3.081
汉王科技,2019-01-01,汉王科技股份有限公司,1.216,3.9582,002362,198.685,2019-12-31,3.043,0.898,4.358,5.882,0.172511,1104507778.97,3.103,12.204,42579247.41,2.196,101.256,8.002,26.39,47.803,2.873
卓翼科技,2018-01-01,深圳市卓翼科技股份有限公司,1.62,3.4314,002369,87.282,2018-12-31,-2.529,0.834,-4.792,2.775,-0.164428,3146176524.37,5.43,-14.792,-100463328.26,0.887,32.465,6.364,42.875,13.858,1.179
卓翼科技,2019-01-01,深圳市卓翼科技股份有限公司,1.895,3.4428,002369,101.154,2019-12-31,1.274,0.902,2.373,2.715,0.081699,3343171426.76,8.777,13.577,44462163.25,1.034,33.52,3.996,49.658,6.261,1.206
新北洋,2018-01-01,山东新北洋信息技术股份有限公司,1.218,4.8046,002376,144.175,2018-12-31,8.706,0.603,11.895,2.602,0.571493,2635195628.05,2.996,15.568,414948699.97,1.559,72.549,4.392,25.76,41.644,2.02
新北洋,2019-01-01,山东新北洋信息技术股份有限公司,0.864,5.0986,002376,180.31,2019-12-31,6.053,0.46,9.038,2.349,0.484327,2450860709.05,2.246,27.355,386619525.9,1.932,115.108,3.414,35.19,-6.995,2.435
合众思壮,2018-01-01,北京合众思壮科技股份有限公司,0.413,5.1888,002383,50.434,2018-12-31,2.129,0.256,4.952,5.174,0.256936,2299991415.03,1.859,15.972,190422252,0.993,26.828,1.866,59.063,0.537,1.115
合众思壮,2019-01-01,北京合众思壮科技股份有限公司,0.291,3.828,002383,37.592,2019-12-31,-11.651,0.17,-37.186,3.227,-1.425034,1548913727.16,1.482,-11.456,-1062990337.06,0.816,12.532,1.312,65.647,-32.656,0.913
东山精密,2018-01-01,苏州东山精密制造股份有限公司,1.336,5.2377,002384,60.367,2018-12-31,3.046,0.745,9.639,2.879,0.50484,19825420035.39,4.524,40.799,811045689.24,0.661,17.123,3.226,72.907,28.824,0.878
东山精密,2019-01-01,苏州东山精密制造股份有限公司,1.443,5.3817,002384,57.058,2019-12-31,2.238,0.75,8.127,2.346,0.437364,23552825103.23,4.612,1.717,705651852.91,0.65,22.187,4.008,72.538,18.801,0.897
维信诺,2018-01-01,维信诺科技股份有限公司,0.311,10.9007,002387,127.557,2018-12-31,0.15,0.077,0.232,0.704,0.025327,1778152197.19,7.921,300.915,30514157.22,1.332,116.95,27.014,48.068,5504.443,1.395
维信诺,2019-01-01,维信诺科技股份有限公司,0.314,10.9475,002387,58.77,2019-12-31,0.173,0.073,0.428,0.407,0.046817,2689559155.68,3.048,0.753,62955000.39,0.619,43.478,6.044,48.286,51.256,0.704
新亚制程,2018-01-01,深圳市新亚电子制程股份有限公司,0.54,2.275,002388,184.791,2018-12-31,1.568,0.408,2.807,3.228,0.063847,837647796.68,3.472,-7.387,21859408.73,1.912,73.335,1.858,35.252,3.983,2.242
新亚制程,2019-01-01,深圳市新亚电子制程股份有限公司,0.928,2.3579,002388,149.839,2019-12-31,2.507,0.733,4.359,5.409,0.102776,1514989472.31,4.439,9.405,39297776.96,1.621,60.109,2.073,39.604,80.862,2.042
航天彩虹,2018-01-01,航天彩虹无人机股份有限公司,0.907,6.5731,002389,173.268,2018-12-31,3.125,0.351,3.888,1.534,0.255584,2718849021.99,4.163,5.327,263668266.54,1.933,37.153,2.188,19.774,87.93,2.284
航天彩虹,2019-01-01,航天彩虹无人机股份有限公司,0.884,6.7941,002389,166.043,2019-12-31,2.882,0.385,3.608,1.622,0.245103,3100495301.11,4.267,2.71,255931031.91,2.194,46.371,1.996,19.425,14.037,2.575
星网锐捷,2018-01-01,福建星网锐捷通讯股份有限公司,1.718,6.306,002396,134.677,2018-12-31,8.651,1.359,15.804,17.406,0.996609,9131571813.18,4.238,8.683,828746740.05,1.477,61.16,5.612,39.073,18.513,2.055
星网锐捷,2019-01-01,福建星网锐捷通讯股份有限公司,1.616,7.2465,002396,147.35,2019-12-31,8.346,1.265,14.463,16.564,1.048061,9265767751.41,3.582,9.309,854161346.37,1.571,74.56,5.2,36.783,1.47,2.17
和而泰,2018-01-01,深圳和而泰智能控制股份有限公司,1.506,1.8694,002402,103.122,2018-12-31,7.757,0.934,13.873,8.798,0.259349,2671111130.44,4.57,72.145,235696639.55,1.081,32.571,4.005,53.612,35.002,1.506
和而泰,2019-01-01,深圳和而泰智能控制股份有限公司,1.552,2.343,002402,114.265,2019-12-31,7.434,0.894,14.55,7.434,0.347821,3649383104.32,4.6,25.506,320496342.53,1.227,42.065,4.643,52.065,36.624,1.631
雷科防务,2018-01-01,江苏雷科防务科技股份有限公司,0.471,3.4259,002413,234.581,2018-12-31,3.155,0.23,3.49,7.024,0.119568,994005467.25,1.462,10.899,148471915.11,3.531,64.916,1.521,12.221,29.566,4.302
雷科防务,2019-01-01,江苏雷科防务科技股份有限公司,0.522,3.3322,002413,173.83,2019-12-31,2.992,0.246,3.79,4.802,0.126288,1124767019.03,1.432,0.915,151710416.96,1.903,35.733,1.463,19.456,13.155,2.473
高德红外,2018-01-01,武汉高德红外股份有限公司,0.436,5.3979,002414,190.056,2018-12-31,3.092,0.254,3.913,1.481,0.211218,1084023490.6,0.844,6.735,131853994.37,2.035,94.134,1.349,23.481,6.647,2.823
高德红外,2019-01-01,武汉高德红外股份有限公司,0.628,3.7735,002414,258.194,2019-12-31,5.051,0.375,6.244,2.291,0.235633,1637972264.97,1.137,-1.621,220642558.1,2.834,94.096,2.177,18.439,51.101,3.984
海康威视,2018-01-01,杭州海康威视数字技术股份有限公司,1.014,4.0737,002415,187.525,2018-12-31,19.732,0.866,30.2,12.296,1.230281,49837132481.61,5.154,23.115,11380464554.48,1.939,107.486,3.182,40.208,18.927,2.171
海康威视,2019-01-01,杭州海康威视数字技术股份有限公司,0.98,4.8051,002415,212.188,2019-12-31,17.882,0.831,27.647,10.605,1.328472,57658110065.22,3.665,18.69,12465184302.65,2.243,115.098,3.04,39.658,15.693,2.722
*ST胜利,2018-01-01,苏州胜利精密制造科技股份有限公司,1.711,2.1091,002426,56.179,2018-12-31,-4.415,0.951,-11.057,4.249,-0.233199,17279428637.03,7.373,-3.406,-814741592.95,0.722,11.576,5.028,58.256,8.586,0.97
*ST胜利,2019-01-01,苏州胜利精密制造科技股份有限公司,1.598,1.2109,002426,44.55,2019-12-31,-19.452,0.865,-73.664,3.448,-0.891964,13649644463.42,5.589,-23.315,-3081105861.57,0.624,10.366,4.145,69.395,-21.006,0.859
兆驰股份,2018-01-01,深圳市兆驰股份有限公司,0.977,1.9258,002429,109.029,2018-12-31,2.524,0.729,5.109,11.0,0.098385,12867768055.17,7.278,12.315,416397809.04,1.551,51.672,4.415,53.48,25.801,1.73
兆驰股份,2019-01-01,深圳市兆驰股份有限公司,0.911,2.1542,002429,72.599,2019-12-31,5.583,0.654,11.636,8.167,0.250661,13302201407.11,6.525,17.782,1177940108.7,1.265,36.188,3.971,55.548,3.376,1.456
兴森科技,2018-01-01,深圳市兴森快捷电路科技股份有限公司,1.635,1.7093,002436,118.424,2018-12-31,4.685,0.758,8.443,2.326,0.144311,3473258603.48,7.295,6.646,241044417.2,1.215,33.448,3.676,43.94,5.796,1.468
兴森科技,2019-01-01,深圳市兴森快捷电路科技股份有限公司,1.676,1.9029,002436,138.392,2019-12-31,5.879,0.766,10.31,2.468,0.196193,3803722198.74,7.044,9.956,322256483.9,1.411,36.9,3.792,42.965,9.515,1.678
盛路通信,2018-01-01,广东盛路通信科技股份有限公司,0.591,3.7077,002446,164.789,2018-12-31,2.754,0.322,4.287,5.052,0.158942,1417384346.38,2.027,58.772,119214567.6,1.837,89.291,2.222,47.614,47.929,2.253
盛路通信,2019-01-01,广东盛路通信科技股份有限公司,0.464,3.1065,002446,146.785,2019-12-31,-15.28,0.269,-27.013,4.136,-0.843316,1333581260.18,1.648,-16.537,-757226693.88,1.577,81.236,1.748,37.638,-5.913,1.96
国星光电,2018-01-01,佛山市国星光电股份有限公司,1.084,5.5988,002449,109.974,2018-12-31,7.148,0.651,12.896,1.868,0.722006,4065840564.25,3.694,-0.722,434736626.37,1.12,36.199,6.632,44.336,17.083,1.45
国星光电,2019-01-01,佛山市国星光电股份有限公司,1.052,5.9167,002449,107.032,2019-12-31,6.344,0.633,11.144,1.759,0.659369,4069104731.32,3.532,6.547,393682053.42,1.098,32.602,6.071,45.005,0.08,1.443
欧菲光,2018-01-01,欧菲光集团股份有限公司,2.259,3.1664,002456,44.709,2018-12-31,-1.509,1.251,-6.042,4.172,-0.191314,43042809935.58,4.542,23.104,-530038371.39,0.504,7.104,5.579,77.078,27.379,0.913
欧菲光,2019-01-01,欧菲光集团股份有限公司,2.37,3.4866,002456,57.344,2019-12-31,1.299,1.324,5.39,4.456,0.189203,51974129540.27,5.779,6.839,516009133.38,0.649,14.442,5.81,72.934,20.75,0.933
沪电股份,2018-01-01,沪士电子股份有限公司,1.685,2.3322,002463,117.638,2018-12-31,9.062,0.873,14.228,2.203,0.331825,5496885226,4.728,10.109,570448021,1.271,14.032,3.935,39.235,18.807,1.791
沪电股份,2019-01-01,沪士电子股份有限公司,1.712,2.9768,002463,124.306,2019-12-31,16.259,0.961,23.49,2.831,0.699234,7128544582,4.129,24.828,1205980495,1.261,26.081,4.104,37.665,29.683,1.785
海格通信,2018-01-01,广州海格通信集团股份有限公司,0.556,3.6559,002465,200.329,2018-12-31,3.726,0.355,5.162,3.25,0.188721,4143056517.23,1.55,-2.548,452028320.64,2.885,63.695,1.689,23.19,23.597,3.603
海格通信,2019-01-01,广州海格通信集团股份有限公司,0.596,4.1619,002465,258.52,2019-12-31,4.222,0.374,5.414,3.684,0.225335,4607107847.47,1.793,13.384,558886313.02,2.726,85.872,1.834,23.204,11.201,3.472
立讯精密,2018-01-01,立讯精密工业股份有限公司,1.773,3.7666,002475,89.436,2018-12-31,8.599,1.132,17.568,4.53,0.661697,35849964160.13,6.896,35.541,2813340362.7,1.068,22.235,3.937,54.242,57.057,1.343
立讯精密,2019-01-01,立讯精密工业股份有限公司,2.323,3.7831,002475,85.896,2019-12-31,10.985,1.457,23.225,5.398,0.881252,62516314588.42,8.052,35.499,4927424927.2,0.927,24.861,5.13,55.953,74.383,1.237
江海股份,2018-01-01,南通江海电容器股份有限公司,0.769,3.9857,002484,219.732,2018-12-31,6.161,0.496,7.496,2.769,0.298751,1960699029.18,4.193,5.432,257850211.61,3.641,96.14,3.591,15.26,17.632,4.284
江海股份,2019-01-01,南通江海电容器股份有限公司,0.829,4.1962,002484,249.677,2019-12-31,5.623,0.496,7.017,2.575,0.294445,2123032689.24,3.576,10.945,266202537.8,2.589,65.998,3.122,20.087,8.279,3.144
协鑫集成,2018-01-01,协鑫集成科技股份有限公司,0.773,0.8388,002506,75.872,2018-12-31,0.231,0.572,1.062,3.829,0.008908,11191136526.57,8.634,-7.353,56486951.62,0.815,32.905,2.027,77.222,-22.537,0.907
协鑫集成,2019-01-01,协鑫集成科技股份有限公司,0.86,0.8641,002506,57.073,2019-12-31,0.319,0.498,1.265,2.087,0.010933,8683590787.61,5.982,-14.777,69627263.76,0.656,28.498,3.191,72.308,-22.407,0.791
达华智能,2018-01-01,福州达华智能科技股份有限公司,1.133,1.045,002512,38.405,2018-12-31,-25.436,0.419,-152.185,6.376,-1.59028,2868654251.07,6.299,-26.599,-1813603496.39,0.438,13.128,3.353,78.482,-16.352,0.53
达华智能,2019-01-01,福州达华智能科技股份有限公司,1.053,1.1983,002512,47.055,2019-12-31,0.881,0.405,3.781,5.601,0.045303,2282668017.19,5.799,-5.658,58059395.7,0.546,11.904,3.454,75.713,-20.427,0.635
银河电子,2018-01-01,江苏银河电子股份有限公司,0.535,2.1215,002519,118.16,2018-12-31,-26.485,0.345,-48.82,2.656,-1.035687,1519303288.06,2.124,-30.211,-1168577177.3,1.795,20.1,1.865,33.846,-6.475,2.194
银河电子,2019-01-01,江苏银河电子股份有限公司,0.511,2.2488,002519,193.006,2019-12-31,4.34,0.341,6.03,1.802,0.135609,1200337378.24,1.53,-5.581,152763384.04,2.022,42.788,1.9,25.683,-20.994,2.637
英飞拓,2018-01-01,深圳英飞拓科技股份有限公司,1.38,3.0516,002528,128.282,2018-12-31,2.813,0.865,3.795,39.315,0.115796,4270828837.69,7.162,23.567,139650941.43,1.784,38.775,3.742,32.733,46.986,2.087
英飞拓,2019-01-01,深圳英飞拓科技股份有限公司,1.285,3.1496,002528,122.395,2019-12-31,1.252,0.792,1.989,40.881,0.062647,4751146473.16,6.737,19.819,73143909.06,1.414,33.225,3.042,42.09,11.246,1.674
雷柏科技,2018-01-01,深圳雷柏科技股份有限公司,0.544,4.1722,002577,331.865,2018-12-31,0.618,0.363,0.684,1.736,0.028522,474604061.56,3.599,0.807,7815400.5,6.041,211.016,5.18,11.077,-5.041,6.913
雷柏科技,2019-01-01,深圳雷柏科技股份有限公司,0.509,3.5451,002577,526.809,2019-12-31,-14.38,0.372,-17.337,3.098,-0.614629,449680144.28,5.72,-15.658,-1.7386614E+8,8.333,377.987,4.419,9.36,-5.252,8.608
中京电子,2018-01-01,惠州中京电子科技股份有限公司,1.745,2.7107,002579,71.287,2018-12-31,3.665,0.791,8.071,2.105,0.218787,1761337240.84,5.211,67.969,93565862.65,0.733,17.305,4.072,57.098,63.609,0.997
中京电子,2019-01-01,惠州中京电子科技股份有限公司,1.42,3.4491,002579,75.663,2019-12-31,4.847,0.684,11.093,1.974,0.375331,2098774792.77,4.494,19.905,163329819.79,0.886,30.073,3.406,59.931,19.158,1.146
海能达,2018-01-01,海能达通信股份有限公司,0.951,3.3281,002583,81.625,2018-12-31,3.3,0.48,7.798,4.809,0.259526,6934533727.15,2.02,7.467,476804806.13,0.873,17.153,1.953,59.153,29.58,1.171
海能达,2019-01-01,海能达通信股份有限公司,0.969,3.3368,002583,78.427,2019-12-31,0.514,0.499,1.316,5.632,0.043927,7843538994.25,2.464,10.101,80806523.71,0.848,16.005,1.806,62.756,13.108,1.099
奥拓电子,2018-01-01,深圳市奥拓电子股份有限公司,1.002,2.0506,002587,143.357,2018-12-31,8.845,0.775,14.15,9.659,0.290145,1573372443.96,4.502,26.521,184292757.81,1.654,48.709,2.287,42.984,51.122,1.899
奥拓电子,2019-01-01,深圳市奥拓电子股份有限公司,0.67,2.2002,002587,165.822,2019-12-31,7.818,0.534,13.358,7.874,0.293897,1245130420.49,2.955,5.445,182972354.48,1.715,63.231,1.42,41.897,-20.862,1.956
领益智造,2018-01-01,广东领益智造股份有限公司,2.37,5.7584,002600,83.269,2018-12-31,-4.279,1.416,-6.903,5.541,-0.397515,22499664452.56,8.257,129.051,-745658273.58,0.863,17.621,4.293,55.152,133.48,1.084
领益智造,2019-01-01,广东领益智造股份有限公司,1.644,1.7019,002600,88.102,2019-12-31,7.663,0.967,16.302,3.923,1.108185,23915823147.04,6.007,23.486,1890961624.48,0.981,26.012,3.556,57.318,6.294,1.253
丹邦科技,2018-01-01,深圳丹邦科技股份有限公司,0.824,3.1317,002618,60.253,2018-12-31,1.015,0.137,1.481,0.241,0.046385,343586590.45,2.438,-6.623,25415213.78,0.627,6.431,1.753,29.071,8.333,0.88
丹邦科技,2019-01-01,深圳丹邦科技股份有限公司,0.837,3.1672,002618,50.968,2019-12-31,0.706,0.141,0.999,0.25,0.031638,347148108.89,1.619,3.036,17335035.4,0.526,2.937,1.359,30.38,1.037,0.752
安洁科技,2018-01-01,苏州安洁科技股份有限公司,0.999,9.4179,002635,159.674,2018-12-31,6.252,0.406,7.878,2.061,0.74191,3554259001.14,4.938,0.887,544835084.97,1.708,50.643,2.982,20.975,30.931,2.038
安洁科技,2019-01-01,苏州安洁科技股份有限公司,0.85,8.247,002635,300.205,2019-12-31,-8.267,0.399,-11.436,1.768,-0.943157,3136135980.79,4.597,-21.207,-650553528.32,3.056,51.076,2.9,17.969,-11.764,3.421
金安国纪,2018-01-01,金安国纪科技股份有限公司,1.163,3.4542,002636,192.601,2018-12-31,7.092,0.892,11.651,4.773,0.402453,3683219017.68,18.796,1.884,303524071.65,1.948,102.76,4.702,38.87,0.202,2.029
金安国纪,2019-01-01,金安国纪科技股份有限公司,1.007,3.6651,002636,132.681,2019-12-31,3.5,0.745,5.852,3.96,0.21447,3322217733.96,15.411,13.956,161302027.07,1.691,47.25,4.357,42.467,-9.801,1.812
共达电声,2018-01-01,共达电声股份有限公司,1.489,1.3572,002655,60.141,2018-12-31,1.94,0.731,4.37,2.159,0.059307,804765586.86,3.215,0.094,21350498.91,0.604,15.927,3.564,55.626,2.265,0.935
共达电声,2019-01-01,共达电声股份有限公司,1.621,1.4454,002655,61.578,2019-12-31,2.693,0.86,5.923,2.781,0.085607,984325864.3,3.626,7.833,30818475.17,0.657,12.579,3.558,56.176,22.312,0.977
茂硕电源,2018-01-01,茂硕电源科技股份有限公司,1.216,2.0202,002660,77.258,2018-12-31,-13.634,0.713,-46.151,2.723,-0.932319,1337775109.1,6.333,-16.801,-273136740.37,0.825,25.716,2.841,67.392,-19.025,0.952
茂硕电源,2019-01-01,茂硕电源科技股份有限公司,1.202,2.2468,002660,89.429,2019-12-31,3.987,0.748,10.794,3.146,0.242511,1247847109.57,7.415,-4.139,65000456.85,0.944,25.925,2.698,62.272,-6.722,1.069
*ST奋达,2018-01-01,深圳市奋达科技股份有限公司,1.177,2.5331,002681,111.795,2018-12-31,-9.438,0.407,-14.859,3.266,-0.376404,3352434677.76,4.302,-12.465,-779011003.08,1.168,50.734,2.74,31.93,4.442,1.418
*ST奋达,2019-01-01,深圳市奋达科技股份有限公司,1.394,1.0719,002681,79.731,2019-12-31,-48.518,0.562,-140.047,3.293,-1.501217,3535639194.26,6.252,-36.308,-3056768706.73,0.862,38.846,3.604,55.428,5.465,1.07
好利来,2018-01-01,好利来（中国）电子科技股份有限公司,0.788,6.5015,002729,415.355,2018-12-31,4.405,0.378,4.758,1.034,0.309336,176859629.18,2.652,6.76,20626502.13,4.191,192.633,4.464,10.347,4.298,4.986
好利来,2019-01-01,好利来（中国）电子科技股份有限公司,0.76,6.713,002729,374.394,2019-12-31,4.433,0.365,4.828,0.977,0.324069,178077303.92,2.883,1.625,21608922.16,4.362,203.92,4.027,8.911,0.688,5.136
ST索菱,2018-01-01,深圳市索菱实业股份有限公司,0.381,1.3139,002766,80.938,2018-12-31,-26.464,0.259,-185.64,2.444,-2.439085,1007521154.46,2.56,-8.173,-1028362678.35,0.837,4.402,1.792,84.568,-28.616,0.95
ST索菱,2019-01-01,深圳市索菱实业股份有限公司,0.275,1.3185,002766,85.987,2019-12-31,0.168,0.202,1.4,2.463,0.018457,939418973.78,2.321,49.31,6306142.94,0.896,2.612,1.472,89.964,-6.759,0.969
